id,user_id,club_name,ranking_points,games_played,wins,draws,losses,last_change,current_competition,updated_at,created_at,prev_position,recent_form,titles_count,titles_data,winning_streak,points_history,goals_for,goals_against,division,coach_name,country,season_points,total_wins,total_draws,total_losses
0a1c29c2-f026-49ef-ae41-eb643d899967,fcbe864d-0ca2-465e-827f-00e5781f7fda,FC Nova Esperança,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 05:00:03.173061+00,94,[],0,[],0,[],0,0,,,,0,0,0,0
84c0e9d5-026f-4adc-8caf-1277dd19b698,35b784cf-166d-4121-bfce-dac048241054,AC Morro Alto,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 05:00:03.350437+00,95,[],0,[],0,[],0,0,,,,0,0,0,0
cfaa3aaa-0d73-40fa-a2ef-71cf36f9b98f,7843ec85-7357-44a3-9b8f-5b4cbe524b2e,AC Vila Rica,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 05:00:03.51211+00,96,[],0,[],0,[],0,0,,,,0,0,0,0
d8ac5489-d3f1-4499-9863-df2bb0d281c3,b3ded1a2-0333-4af3-9eaa-338d7c2e1efb,Sport Vale Verde,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 06:00:05.06645+00,97,[],0,[],0,[],0,0,,,,0,0,0,0
85b64686-a3e3-4a10-92e5-34d13844295d,0d476bb0-aebd-4e9f-96d2-6c5d4a76cb6a,Manager FC,14,5,1,2,2,4,Liga,2026-05-26 22:35:04.725068+00,2026-05-15 23:14:14.524841+00,93,[],0,[],0,[],0,0,,,,0,0,0,0
2e2b85d6-899a-4517-afc0-e3fe51184897,b192ae6f-3143-442f-8ac7-b2fb6c9dca14,ATLÉTICO DE MADRID,1165,56,20,14,22,3,Liga,2026-05-27 17:39:38.21519+00,2026-05-27 13:26:57.701082+00,0,[],0,[],0,[],0,0,,,ES,0,0,0,0
6af29859-0028-42e2-a521-89b4086676d2,6655bd36-cb46-4e68-b711-b4ee1be93fd6,Sporting Cruz Alta,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 06:00:05.823201+00,99,[],0,[],0,[],0,0,,,,0,0,0,0
c9e44255-77ed-410f-bdf1-cc79f3eadd8a,f5e79bc6-1d54-447a-9975-ca1b445d4cec,Atlético Campo Grande,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 07:00:02.914286+00,100,[],0,[],0,[],0,0,,,,0,0,0,0
ab19e334-06e5-4bf7-bcce-5bab03a78d14,55859710-8e8f-4a2a-9f50-1e1431b2af08,SC Alto da Serra,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 07:00:03.189397+00,101,[],0,[],0,[],0,0,,,,0,0,0,0
151e54ec-f6f3-4821-a15a-609d7547edd3,64c46af9-3249-4845-97e8-6238c9585c20,Estrela São Miguel,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 07:00:03.389027+00,102,[],0,[],0,[],0,0,,,,0,0,0,0
4e460e91-878f-4dc8-a4ca-aa75888212db,969e34e9-e9fd-45cd-bf76-12e531fb689d,Atlético Campo Grande,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 07:00:03.708734+00,103,[],0,[],0,[],0,0,,,,0,0,0,0
14151862-ca0d-44df-a02e-46a5c215805f,fd35d025-c570-4cae-a4e3-ab9e2af0b4da,Real Lagoa Santa,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 07:00:03.932059+00,104,[],0,[],0,[],0,0,,,,0,0,0,0
66b9492e-8ab1-40ee-b9e5-802a1182e6ae,028634ff-2649-4828-b455-9e9cea505a04,AC Morro Alto,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 08:00:03.556645+00,105,[],0,[],0,[],0,0,,,,0,0,0,0
9f6829c0-6bc8-4898-a842-291f3a960623,39926aad-13d0-4348-be34-3d54a3ab2318,Esporte Serra Alta,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 08:00:03.7672+00,106,[],0,[],0,[],0,0,,,,0,0,0,0
db887cf1-d589-48eb-aba2-04f1dad6f076,b4d48ed9-7e8e-4ab6-b540-3aece04eb388,Sport Vale Verde,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 08:00:03.875197+00,107,[],0,[],0,[],0,0,,,,0,0,0,0
66ef8d08-5599-4097-a833-f682aa35dc70,7d57b1c5-5cc4-49b1-840c-0d9b69cae647,EC Monte Azul,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 09:00:03.709051+00,108,[],0,[],0,[],0,0,,,,0,0,0,0
954f61b0-09bb-494a-b85c-2a578b1e5970,d4b30a6c-5a19-4703-9427-ffd091767ad8,Sport Vale Verde,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 09:00:03.851353+00,109,[],0,[],0,[],0,0,,,,0,0,0,0
b0026b83-f885-4bc8-83a1-3392ed34bd7c,834a2546-92e0-4c1c-a5b3-c23e8c33ea20,EC Monte Azul,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 06:00:05.502934+00,110,[],0,[],0,[],0,0,,,,0,0,0,0
78056c0e-46ac-42e6-b901-ea61b35ff274,c70a2e4f-99f4-41d4-99ce-a6970b39d092,SC Sol Nascente,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 06:00:05.601959+00,111,[],0,[],0,[],0,0,,,,0,0,0,0
668df416-ee95-43b4-9567-61df5f074011,dd9fd5b7-074d-4375-a26d-0a2e7c61f47c,Meu Save,1000,0,0,0,0,0,Nenhuma,2026-05-27 14:38:06.591992+00,2026-05-27 14:38:04.587106+00,0,[],0,[],0,[],0,0,,,Brasil,0,0,0,0
967b8b18-feab-4cac-a995-0cbaa5c78e45,de19813d-cdee-462d-94cc-af3716e7394e,Inter Porto Alegre,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 09:00:04.094635+00,112,[],0,[],0,[],0,0,,,,0,0,0,0
e6cb41e7-0cee-417b-8c1a-aebfe4e2d581,fa8b23aa-af04-43f9-b343-fd06e1511169,Sporting Cruz Alta,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 09:00:04.209209+00,113,[],0,[],0,[],0,0,,,,0,0,0,0
6d2c6f03-3e6d-4097-99d0-56d5abb0bf39,57a9003e-bf51-48fb-9abe-430939c3813f,Clube Rio Claro,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 09:00:04.378723+00,114,[],0,[],0,[],0,0,,,,0,0,0,0
35b9cf87-3123-4548-9e71-7391e09a3801,3a44baba-34e5-4b21-bab3-49d959c5a703,SC Sol Nascente,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 10:00:03.626337+00,115,[],0,[],0,[],0,0,,,,0,0,0,0
49d26657-a313-42ca-82f3-f766967f5b4a,552e87ad-1212-40fd-b34b-397475559d55,Nacional Bela Vista,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 10:00:03.837658+00,116,[],0,[],0,[],0,0,,,,0,0,0,0
6277bf2b-400e-4a93-a9d8-85feb5f233ad,bbb8d2a8-f539-4291-9f33-e36b533dbc9a,AC Vila Rica,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 10:00:03.950298+00,117,[],0,[],0,[],0,0,,,,0,0,0,0
c5faed87-e9a8-4cb4-a624-57c43da4bb88,f3f74837-2ea7-487d-aa50-b83f085b9e5d,Estrela São Miguel,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 10:00:04.114544+00,118,[],0,[],0,[],0,0,,,,0,0,0,0
48632a22-2814-4d5c-b4c8-97a0df9f7ec9,fa662893-5dd4-4f37-844e-fe6567dbea6e,SC Sol Nascente,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 10:00:04.322731+00,119,[],0,[],0,[],0,0,,,,0,0,0,0
f5e56100-c967-4675-af65-4ecd53f224a1,d06ca4dd-8659-4e19-b609-1479522ed849,SC Sol Nascente,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 12:00:01.725335+00,120,[],0,[],0,[],0,0,,,,0,0,0,0
e557a187-0bca-406d-8756-ebab8e058b74,70e057d4-e38b-4568-ad8f-d2b37587d8d8,Atlético Campo Grande,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 12:00:02.230454+00,121,[],0,[],0,[],0,0,,,,0,0,0,0
2caa9060-9ca8-477d-be20-5588538335fd,41c1925a-ddcd-477c-89de-60b9e665645f,União Pedra Branca,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 12:00:02.39937+00,122,[],0,[],0,[],0,0,,,,0,0,0,0
b94308e7-f4dc-4513-bd9a-fdf4d506723b,bd542fd0-423b-4e95-bba3-b139833be4bb,FC Nova Esperança,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 12:00:02.504541+00,123,[],0,[],0,[],0,0,,,,0,0,0,0
db33bdac-e284-48e4-b562-1c01f38a1044,344e994b-3132-4cc5-9af1-38be15e9a2db,EC Monte Azul,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 14:00:01.361824+00,124,[],0,[],0,[],0,0,,,,0,0,0,0
7731ae9f-5668-42cc-b244-231298d6bf8e,dcd92b12-295d-444e-9e66-cac2d9ec9b7a,Esporte Serra Alta,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 14:00:02.259175+00,125,[],0,[],0,[],0,0,,,,0,0,0,0
0e7cb8ef-a6c2-4d4d-9fad-b8fbc7a09b2f,53cbfab1-f199-491c-b202-35eeb6e47ef1,Atlético Campo Grande,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 14:00:02.45284+00,126,[],0,[],0,[],0,0,,,,0,0,0,0
42edb5a5-b199-4e87-a5fc-8dac82970721,64656772-63d3-4931-8b25-198961733c17,SC Alto da Serra,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 14:00:02.645894+00,127,[],0,[],0,[],0,0,,,,0,0,0,0
