id,league_id,team_id,season_month,season_year,played,wins,draws,losses,goals_for,goals_against,points,updated_at,country,last_5_games,sequence,win_rate,qualified_for_mundial
51cf430a-8fe5-430c-b488-1c77905572b0,7aa825f2-541c-45aa-a1b9-f6f246cef603,6bff4c6d-07ed-4799-8fb1-a47288b70e31,1,2026,27,9,8,10,34,37,35,2026-05-27 21:06:46.719807+00,Brasil,EEDVV,-,0.00,f
6490b698-ce44-4c79-9cd4-e32e872c9afe,7aa825f2-541c-45aa-a1b9-f6f246cef603,3a0bec57-eb39-45f5-80d6-14fc4aa48f3f,1,2026,27,10,9,8,34,23,39,2026-05-27 21:06:46.719807+00,Brasil,VVDEE,-,0.00,f
7b690abf-4319-4735-b4de-14a5cbcac4b7,7aa825f2-541c-45aa-a1b9-f6f246cef603,32d0afa8-c726-4912-b5bc-ce8701b71060,1,2026,27,13,6,8,38,28,45,2026-05-27 21:06:46.719807+00,Brasil,VDVVV,-,0.00,f
97a4ec22-ff23-4cfd-86c8-86f6405de729,7aa825f2-541c-45aa-a1b9-f6f246cef603,7d5b4fce-d54f-4034-a189-97c3688f5e05,1,2026,27,10,6,11,33,35,36,2026-05-27 21:06:46.719807+00,Brasil,DDDED,-,0.00,f
7520d170-8a16-4e89-b6e0-f156aa143e44,7aa825f2-541c-45aa-a1b9-f6f246cef603,742d3f8b-c821-4598-a5af-b3a7e3cd14a3,1,2026,27,11,7,9,29,27,40,2026-05-27 21:06:46.719807+00,Brasil,DVVEE,-,0.00,f
d26f3dcb-c9aa-4599-afdb-521ae8e583fb,7aa825f2-541c-45aa-a1b9-f6f246cef603,cf0fb181-8238-43da-b174-ef05d2342a8d,1,2026,27,9,6,12,32,36,33,2026-05-27 21:06:46.719807+00,Brasil,DEVDD,-,0.00,f
ce6e48ba-a3e2-4303-b8e0-0a6a0ee357be,7aa825f2-541c-45aa-a1b9-f6f246cef603,37895b7f-bac3-403c-821c-fbc0982e44c3,1,2026,27,8,9,10,34,38,33,2026-05-27 21:06:46.719807+00,Brasil,VEDEE,-,0.00,f
461dfa5d-7420-4355-ba97-e617d57b3162,7aa825f2-541c-45aa-a1b9-f6f246cef603,079dae07-d67b-4681-a3c9-8fbd04a73a77,1,2026,27,8,7,12,38,41,31,2026-05-27 21:06:46.719807+00,Brasil,DEDDE,-,0.00,f
a72c01db-c6e5-42ff-86f0-b85f67b552a3,7aa825f2-541c-45aa-a1b9-f6f246cef603,79314bee-2470-4307-8728-54799e271734,1,2026,27,15,3,9,43,32,48,2026-05-27 21:06:46.719807+00,Brasil,VDVDD,-,0.00,f
3112f298-2b40-42ba-a35f-e80214a68905,7aa825f2-541c-45aa-a1b9-f6f246cef603,2c8b9d3a-9b1d-48ab-aac6-5b1b503b9e79,1,2026,27,11,5,11,31,31,38,2026-05-27 21:06:46.719807+00,Brasil,EVVED,-,0.00,f
8d06eea2-4b62-47fe-8e50-9bc7be1e97a8,7aa825f2-541c-45aa-a1b9-f6f246cef603,3cbdbc16-0213-45a3-815f-0b6c9baebf90,1,2026,27,6,12,9,29,35,30,2026-05-27 21:06:46.719807+00,Brasil,DEVVE,-,0.00,f
c3c23fcb-941e-4bf7-85c3-422bff4eab4a,7aa825f2-541c-45aa-a1b9-f6f246cef603,c0b72413-0b3f-4dce-b8c7-fa20c8a4d7c4,1,2026,27,6,9,12,24,40,27,2026-05-27 21:06:46.719807+00,Brasil,VVDEE,-,0.00,f
102fea7f-9918-42ae-8788-92f72b630986,7aa825f2-541c-45aa-a1b9-f6f246cef603,41ebc99a-27ff-46b5-8606-c5c7b279ba71,1,2026,27,10,8,9,29,28,38,2026-05-27 21:06:46.719807+00,Brasil,DDVEV,-,0.00,f
c18232ff-d74f-4645-ab40-dc4d7d468c45,7aa825f2-541c-45aa-a1b9-f6f246cef603,ee7b2dfe-cf12-48c6-8561-ab45bf107f14,1,2026,27,13,7,7,35,29,46,2026-05-27 21:06:46.719807+00,Brasil,VVEVV,-,0.00,f
b614fcb2-f265-463c-895b-8f0f08be5fb7,7aa825f2-541c-45aa-a1b9-f6f246cef603,b19d00de-53e6-4eb1-8a3d-04e88152d99d,1,2026,28,11,7,10,38,33,40,2026-05-27 21:06:46.719807+00,Brasil,VDEDE,-,0.00,f
2c9611d6-8f7e-4ce3-ab3b-b3f3c083df35,7aa825f2-541c-45aa-a1b9-f6f246cef603,af2e3213-a848-4b49-9afc-f3d69544f91c,1,2026,28,7,11,10,40,48,32,2026-05-27 21:06:46.719807+00,Brasil,DEDEE,-,0.00,f
3f9a7e77-8932-40a2-87da-98d9cceac58f,93fd0ad6-688d-44bc-a701-3152afe1b197,f47295b9-189c-4eb1-b75f-48051cf62095,1,2026,27,11,7,9,31,26,40,2026-05-27 21:06:50.975813+00,Brasil,EVVED,-,0.00,f
1b0bfe57-918a-44b7-9261-8967a9db1f00,93fd0ad6-688d-44bc-a701-3152afe1b197,9023c5c2-42aa-4460-80ae-6976caf2ead1,1,2026,27,6,8,13,21,34,26,2026-05-27 21:06:50.975813+00,Brasil,EEDED,-,0.00,f
d594f91a-ea47-487c-b4b7-3c5054034893,93fd0ad6-688d-44bc-a701-3152afe1b197,eca20355-f2b7-40ac-954a-2d8c69a99bd2,1,2026,27,15,4,8,35,27,49,2026-05-27 21:06:50.975813+00,Brasil,VVDEV,-,0.00,f
4faf063f-cab6-4ad3-b442-3d358e9ba4ff,93fd0ad6-688d-44bc-a701-3152afe1b197,b0cbd58d-58e6-4981-b9a5-c6a0e50276c5,1,2026,27,8,6,13,31,41,30,2026-05-27 21:06:50.975813+00,Brasil,VDDDE,-,0.00,f
6b8969e5-a7a9-4429-91f5-13250bae6f32,93fd0ad6-688d-44bc-a701-3152afe1b197,f2f7ff09-9087-47d5-81ee-1c1b465916de,1,2026,27,12,7,8,37,31,43,2026-05-27 21:06:50.975813+00,Brasil,DEVED,-,0.00,f
28b8298b-53d4-4967-adf2-1a438024e328,93fd0ad6-688d-44bc-a701-3152afe1b197,3f1309ed-2a3c-48df-9a17-b1b38bc8c714,1,2026,27,12,4,11,40,32,40,2026-05-27 21:06:50.975813+00,Brasil,DEVVD,-,0.00,f
38204110-0c07-41b7-8a1e-1b953eef8a98,93fd0ad6-688d-44bc-a701-3152afe1b197,be9564f6-00e8-4e1c-b9b8-9229fa8101ad,1,2026,27,6,8,13,30,42,26,2026-05-27 21:06:50.975813+00,Brasil,DDDED,-,0.00,f
46c97bbc-73fe-4fdf-af84-997f2b53608f,93fd0ad6-688d-44bc-a701-3152afe1b197,6164ff9c-d75b-4ebd-bbc3-168b2f7445ed,1,2026,27,7,9,11,38,45,30,2026-05-27 21:06:50.975813+00,Brasil,VEEVV,-,0.00,f
d8812602-ac48-4e1e-a860-192f797cf4cd,93fd0ad6-688d-44bc-a701-3152afe1b197,4973da91-8ad1-42ba-abb1-bccfb8b84c05,1,2026,27,14,4,9,44,35,46,2026-05-27 21:06:50.975813+00,Brasil,VVVEE,-,0.00,f
6a91c4c2-54e4-43e8-93ac-e9ef242503e6,93fd0ad6-688d-44bc-a701-3152afe1b197,649b8f27-4d8b-4b91-8b18-f478d940b235,1,2026,27,12,5,10,44,39,41,2026-05-27 21:06:50.975813+00,Brasil,DDVEV,-,0.00,f
105a2016-4540-4ba0-80e6-c5f3b8ef3e2c,93fd0ad6-688d-44bc-a701-3152afe1b197,cf13e836-6d8e-4903-a022-b7fd8b2efe69,1,2026,28,10,9,9,36,36,39,2026-05-27 21:06:50.975813+00,Brasil,EDDDE,-,0.00,f
938fd60a-3bf5-4085-88a3-f80e4f71f0da,93fd0ad6-688d-44bc-a701-3152afe1b197,c72be4a1-12cb-406f-ab06-ada23ab90dbd,1,2026,28,11,7,10,31,33,40,2026-05-27 21:06:50.975813+00,Brasil,EEDDD,-,0.00,f
299544c8-91e5-4edf-9699-a951ca8334f9,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,47bddd3b-af10-40b5-ae88-3ae340f13758,5,2026,28,10,7,11,39,43,37,2026-05-17 15:36:33.045741+00,Brasil,EDVVD,1W,31.25,f
0b30f50f-2252-4d5b-beb0-853a4540c1d2,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,c76f139d-344d-4254-9516-933e540cbb2c,5,2026,27,8,13,6,42,37,37,2026-05-17 15:36:33.045741+00,Brasil,EEVVE,1W,18.75,f
a6b86947-b677-46db-88d8-28ec9f07219c,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,12186b51-785f-48e2-bf98-5297049f5151,5,2026,27,9,9,9,44,50,36,2026-05-17 15:36:33.045741+00,Brasil,DVDVE,2L,31.25,f
f6a54232-794d-4035-b813-55d131f2d938,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,b0eab5aa-8bf0-4787-abdf-5175f5efc4a6,5,2026,27,9,10,8,40,43,37,2026-05-17 15:36:33.045741+00,Brasil,EDDDD,1L,37.50,f
bea46dd0-61d2-4446-89e3-0ebfeb9313e0,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,b5b52f3a-7a6e-4cd6-9332-c2b874e3398b,5,2026,28,11,8,9,44,40,41,2026-05-17 15:36:33.045741+00,Brasil,EDVEV,1W,31.25,f
5462dbc0-b010-4e24-8128-39f327e39fcc,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,77d699bb-b99d-4204-b605-2fe9b4d62196,5,2026,27,8,8,11,43,50,32,2026-05-17 15:36:33.045741+00,Brasil,EVVED,1D,18.75,f
74a4af39-f8db-49ea-8549-f5cbd1237883,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,3df8e77c-b4c6-4719-bdf4-e6a4006c0655,5,2026,27,10,9,8,54,42,39,2026-05-17 15:36:33.045741+00,Brasil,DEVEV,4W,31.25,f
4d535a5d-bdda-448f-9044-840e383fcc94,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,a33d67f9-f5ce-4f0e-8759-11e3bd705ac6,5,2026,27,11,5,11,43,44,38,2026-05-17 15:36:33.045741+00,Brasil,VVDEV,1L,31.25,f
966f608c-2294-49c0-a79d-092e2a25015a,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,bb59e55f-4963-4b32-bf38-ca3373b50e18,5,2026,27,9,10,8,43,42,37,2026-05-17 15:36:33.045741+00,Brasil,EEVDV,1W,31.25,f
8af30d55-c848-4ef4-b4f8-ac3800eaaa20,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,0035bd89-7792-4b23-bcb5-1fa96ce04999,5,2026,27,9,10,8,50,42,37,2026-05-17 15:36:33.045741+00,Brasil,VVDED,1L,31.25,f
cb728500-339a-4d11-bab8-cc6fc2b73e12,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,d1214869-a00f-4636-928e-afe7dd170a76,5,2026,27,9,8,10,33,42,35,2026-05-17 15:36:33.045741+00,Brasil,EDEVV,1L,43.75,f
43f38ecc-87bd-4bd0-aae2-29132dbb385f,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,fae5418f-5618-4583-a774-fe4643550fd2,5,2026,27,8,12,7,42,42,36,2026-05-17 15:36:33.045741+00,Brasil,EDDVE,1W,37.50,f
dfca231f-ce87-44bf-99e3-1605a58dcc9c,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,e0e4ca78-504f-497c-8096-ff4d4e9ee041,5,2026,27,4,7,16,27,43,19,2026-05-17 15:36:33.045741+00,Brasil,DVDED,1W,12.50,f
02b6e977-5c2f-4207-add9-6395dd6ae2a3,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,e1fc94b5-ade4-4e17-81e2-49026b5a2a38,5,2026,27,14,4,9,47,36,46,2026-05-17 15:36:33.045741+00,Brasil,VVVDD,1L,43.75,f
405ee5c3-29ec-4bef-90b3-df87d13aca32,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,11204548-ef56-41bb-8525-c39645e56c14,5,2026,28,11,10,7,45,36,43,2026-05-17 15:36:33.045741+00,Brasil,EEDDE,1D,50.00,f
418d6ebe-6871-43c0-98b4-f817fc435f31,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,5e6795fa-b8fb-45ea-a395-cb5b37d41b63,5,2026,28,9,8,11,42,46,35,2026-05-17 15:36:33.045741+00,Brasil,EDEDV,1L,50.00,f
ef4acca9-fac4-4132-b88d-dadbef59cbeb,ea55523a-ea06-4df5-9a35-57015ba3b315,dcac32b4-acf2-4711-81f6-eac988d64865,1,2026,27,7,10,10,31,35,31,2026-05-27 21:06:54.427816+00,Brasil,EVEDV,-,0.00,f
54f44fa3-1fa9-4f84-8439-1428e6d1d098,ea55523a-ea06-4df5-9a35-57015ba3b315,8c17e7a6-da83-4976-bd4d-2e5f20e88bbc,1,2026,27,13,7,7,42,33,46,2026-05-27 21:06:54.427816+00,Brasil,DEVVV,-,0.00,f
cb2b6230-c0c6-4bbe-9e5c-35870b0f5616,ea55523a-ea06-4df5-9a35-57015ba3b315,6c371508-e4ab-47ec-a249-5ab7619c5f96,1,2026,27,6,7,14,30,41,25,2026-05-27 21:06:54.427816+00,Brasil,VEDDE,-,0.00,f
b64a188e-6049-46bb-abe2-72d93b9613a6,ea55523a-ea06-4df5-9a35-57015ba3b315,02e3f068-b15a-447a-b339-a9c644bf3ffd,1,2026,27,10,7,10,39,38,37,2026-05-27 21:06:54.427816+00,Brasil,DEEDV,-,0.00,f
a1c484e1-1a17-4a41-9e77-3cf50d27bb57,ea55523a-ea06-4df5-9a35-57015ba3b315,37e34d61-ba61-43cd-80f0-0e217e63656e,1,2026,27,12,8,7,31,26,44,2026-05-27 21:06:54.427816+00,Brasil,VEVVV,-,0.00,f
f707f812-9c84-4d30-b486-8c979d826126,ea55523a-ea06-4df5-9a35-57015ba3b315,9ec5750b-177f-40e9-836a-d660acc97164,1,2026,27,12,8,7,36,31,44,2026-05-27 21:06:54.427816+00,Brasil,VEDVD,-,0.00,f
666036c5-d434-4656-a624-abf9f5933321,ea55523a-ea06-4df5-9a35-57015ba3b315,65c758e0-8394-4962-8b40-9caa3940429c,1,2026,27,11,5,11,31,36,38,2026-05-27 21:06:54.427816+00,Brasil,VVVVE,-,0.00,f
e692b8c9-e689-469e-b693-5389bfbbbde2,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,7c32b931-a964-4ce3-a6e6-28f5da55285c,1,2026,27,8,7,12,32,38,31,2026-05-27 21:06:57.645297+00,Brasil,EDDEE,-,0.00,f
873f4c94-b111-438d-88d2-1928fdee4482,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,f4f42caf-729d-4ba4-a74a-39d0b26a7d8e,1,2026,27,8,6,13,32,42,30,2026-05-27 21:06:57.645297+00,Brasil,VVVVD,-,0.00,f
0937c915-171f-4ad1-81bb-aa3a34fa4d32,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,f0085f39-8ff4-45b2-a126-e0c0d62e22f8,1,2026,27,5,5,17,23,39,20,2026-05-27 21:06:57.645297+00,Brasil,DVDEE,-,0.00,f
ebaf0977-eec7-43d4-94e9-5c7b8ecef0f1,ea55523a-ea06-4df5-9a35-57015ba3b315,56a3ee5f-f8da-4047-819f-bd6385161079,1,2026,27,8,5,14,30,38,29,2026-05-27 21:06:54.427816+00,Brasil,VDEDV,-,0.00,f
0c8be932-9db3-4828-a347-3e027639eb69,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,ec87dd44-04c7-4372-85a0-0a16fc5ee896,1,2026,28,12,10,6,37,26,46,2026-05-27 21:06:57.645297+00,Brasil,EDEEV,-,0.00,f
e76cbed9-c008-4000-a2ea-7ca37fe67c59,ea55523a-ea06-4df5-9a35-57015ba3b315,859994f5-621d-4d35-8324-ea4afcb366c9,1,2026,27,11,9,7,36,30,42,2026-05-27 21:06:54.427816+00,Brasil,DDEVV,-,0.00,f
bb228094-390c-458d-8888-99c8c5e8a6d6,ea55523a-ea06-4df5-9a35-57015ba3b315,afa8c666-20eb-4986-a54a-64db18e51f8d,1,2026,27,10,7,10,38,37,37,2026-05-27 21:06:54.427816+00,Brasil,EVEDD,-,0.00,f
3ebf802a-0437-43d7-aae7-03f35e156849,ea55523a-ea06-4df5-9a35-57015ba3b315,8d2f6234-bafa-4657-8ac2-33e61f3437fb,1,2026,27,12,4,11,36,39,40,2026-05-27 21:06:54.427816+00,Brasil,VVDDD,-,0.00,f
97036aa1-a670-4c58-87d0-7a8c5717b082,ea55523a-ea06-4df5-9a35-57015ba3b315,e1fee8b8-87d1-446b-9e74-50b1714cec56,1,2026,27,8,7,12,35,35,31,2026-05-27 21:06:54.427816+00,Brasil,DDDDD,-,0.00,f
06adfe43-8e83-480e-9921-3ee97935af47,ea55523a-ea06-4df5-9a35-57015ba3b315,e046473b-c893-469d-8655-864cfe0524d1,1,2026,27,10,6,11,38,38,36,2026-05-27 21:06:54.427816+00,Brasil,DVEVD,-,0.00,f
87134b9e-6a2d-4f68-b5f1-f763f528d969,ea55523a-ea06-4df5-9a35-57015ba3b315,5a8b8199-d5b6-4ba3-86c8-3da5be51e75a,1,2026,27,8,6,13,29,38,30,2026-05-27 21:06:54.427816+00,Brasil,DEVED,-,0.00,f
0a123f6c-4cd1-4994-a337-e2d2c43dd447,ea55523a-ea06-4df5-9a35-57015ba3b315,b9b35982-ee66-43f7-a60f-bf8914d434c2,1,2026,28,11,7,10,33,31,40,2026-05-27 21:06:54.427816+00,Brasil,DDVVE,-,0.00,f
ef4415db-a23f-4fd3-99a5-37e4ef72067b,ea55523a-ea06-4df5-9a35-57015ba3b315,b2a2592a-190e-4330-a6a5-22a71027c26c,1,2026,28,13,7,8,35,24,46,2026-05-27 21:06:54.427816+00,Brasil,VDDEE,-,0.00,f
7175c78a-595e-41e8-91a5-657a6b0ec870,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,df49dd75-fee2-406c-b842-545526e309d7,1,2026,27,9,4,14,37,41,31,2026-05-27 21:06:57.645297+00,Brasil,VVEDE,-,0.00,f
aa9d5caf-6afb-423b-94e7-3e6ca92d3684,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,90b28674-f639-457b-9884-a7e88e8e85c3,1,2026,27,11,8,8,30,25,41,2026-05-27 21:06:57.645297+00,Brasil,DDEVE,-,0.00,f
4c5e5d2d-aef6-46e2-868b-c55d969fda24,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,16fc5ebc-c874-4644-aab2-791740be7dbd,1,2026,27,11,5,11,30,28,38,2026-05-27 21:06:57.645297+00,Brasil,VDDVE,-,0.00,f
7f8ee9e0-0d0b-45dd-8275-e464de807457,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,1b8023b9-509a-4b2e-8621-a1d0e882f03e,1,2026,27,9,11,7,29,28,38,2026-05-27 21:06:57.645297+00,Brasil,VVEEV,-,0.00,f
22184d9c-a191-4c09-81c6-a2ac53740192,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,bfe6f6db-4d0c-4baa-911d-aff8a6b23fcb,1,2026,27,13,2,12,37,36,41,2026-05-27 21:06:57.645297+00,Brasil,DVDDE,-,0.00,f
b34642b8-61e9-44d9-81e8-fcfb6ccad686,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,926f792c-2992-4fcb-8553-c1493854e856,1,2026,27,13,6,8,39,33,45,2026-05-27 21:06:57.645297+00,Brasil,EVVED,-,0.00,f
d9ef615a-ac90-47a4-ab22-2efc204abc9a,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,68593062-6421-4cf4-b3f0-0dc2a3d1c5fd,1,2026,27,11,7,9,34,29,40,2026-05-27 21:06:57.645297+00,Brasil,EVEDV,-,0.00,f
73cf19cf-8ff6-40df-add7-0ecc0be4feaf,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,cf0f12e1-a85b-40dd-90e3-5a52bb811be7,1,2026,27,12,7,8,33,24,43,2026-05-27 21:06:57.645297+00,Brasil,DDVEE,-,0.00,f
021b4c8f-5f21-4d1e-aa78-f955988b694a,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,a8fe7d49-7d5a-4f7d-a238-0fcbb6a44b64,1,2026,27,10,10,7,36,29,40,2026-05-27 21:06:57.645297+00,Brasil,EVVVE,-,0.00,f
203e9b8f-a7c7-4396-98d4-87f50dc93165,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,f6fdeda7-01a2-40ed-a647-9e26487242b6,1,2026,27,8,8,11,28,35,32,2026-05-27 21:06:57.645297+00,Brasil,VDEDD,-,0.00,f
dc1becd7-f181-4b38-8f71-f1bbd9932c9f,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,c1e4fa90-8bb4-4bd7-929b-95cae3bd7057,1,2026,27,11,9,7,34,33,42,2026-05-27 21:06:57.645297+00,Brasil,DDEDE,-,0.00,f
b65de15c-f8b6-4456-8d69-2e8844aaea6b,79f27b92-63fa-4fe7-8b0d-49d1fd9a3951,edc9dd76-3a70-4db2-9513-f84d8d3f2444,1,2026,28,9,9,10,25,30,36,2026-05-27 21:06:57.645297+00,Brasil,EDEVE,-,0.00,f
0d7af5a3-1f65-423a-99eb-6142254719f3,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,db839460-4fa1-43f8-9475-83fe6bcbd773,5,2026,25,10,3,12,25,37,33,2026-05-16 01:13:43.588814+00,Brasil,EDDDD,1D,26.67,f
92315f13-3bb8-4e4e-a72c-37fae85f3cb3,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,c811b2f2-0545-49e7-acd1-8018e9063c19,5,2026,1,0,0,1,1,2,0,2026-05-16 01:13:46.064+00,Brasil,D,2D,53.33,f
39cc744e-080e-4d74-9230-e8474f4c18fa,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,053c6204-3f1d-45ff-a372-f9cdea66b40b,5,2026,1,0,1,0,0,0,1,2026-05-16 01:13:46.064+00,Brasil,E,1W,40.00,f
3a018225-daab-49b6-b04c-c7a7ba2f14e7,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,a070de5d-22bf-44ab-9c8d-19a2456971f9,5,2026,1,0,1,0,0,0,1,2026-05-16 01:13:46.064+00,Brasil,E,5W,46.67,f
e00f0182-b630-400c-8ea6-2f1710beb254,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,9d58409e-fa88-4841-a80d-5c48222b1534,5,2026,1,0,1,0,2,2,1,2026-05-16 01:13:46.064+00,Brasil,E,1L,33.33,f
c1257d60-53ed-4aa5-a280-b1e7c7a7e745,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,a77dc229-897a-485c-80a7-12d2c622cdfa,5,2026,1,0,1,0,1,1,1,2026-05-16 01:13:46.064+00,Brasil,E,1D,20.00,f
20cffb41-2a62-43af-b708-bce9b83417aa,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,579e74c7-6081-4b69-9565-cd18fe4383a8,5,2026,1,0,0,1,0,2,0,2026-05-16 01:13:46.064+00,Brasil,D,1D,26.67,f
72ce4ef8-a70e-4e6f-8c75-325e264974f5,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,1ea3d5d7-7d42-4584-80c3-46c80d3d308a,5,2026,1,0,0,1,0,2,0,2026-05-16 01:13:46.064+00,Brasil,D,1W,46.67,f
94a219b0-ffca-4f1b-8568-f19aa89edcf4,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,e9060488-3965-4dcf-8048-ab9cd3e5fd23,5,2026,1,0,1,0,2,2,1,2026-05-16 01:13:46.064+00,Brasil,E,5L,26.67,f
6063b5bf-837b-41ac-875e-fea20910fde9,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,e4baaac0-3120-45bf-bac8-4947ccf412d8,5,2026,1,0,1,0,2,2,1,2026-05-16 01:13:46.064+00,Brasil,E,1L,40.00,f
d419694c-5c81-4b4b-96c3-1f7012d97ec9,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,13e46df5-d5d0-4aba-9c9c-df38f426915b,5,2026,1,0,0,1,0,2,0,2026-05-16 01:13:46.064+00,Brasil,D,1D,60.00,f
c67de671-49d2-42fd-a292-45d847ce3784,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,5550f50d-af09-49f0-80be-8b1298c04f89,5,2026,1,0,1,0,1,1,1,2026-05-16 01:13:46.064+00,Brasil,E,1L,46.67,f
5732fc6f-d467-4426-8bc9-a19e187f282d,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,6a94ef3c-1599-4efd-b845-6aba7c7cc626,5,2026,1,0,0,1,0,2,0,2026-05-16 01:13:46.064+00,Brasil,D,2D,33.33,f
e6b9bbba-cce2-4271-b922-d915bfaeb4e8,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,0b443d18-8a23-4843-9a27-1a3bcdbecd2d,5,2026,1,0,0,1,0,2,0,2026-05-16 01:13:46.064+00,Brasil,D,3D,66.67,f
fed23d54-8513-427d-af4f-5450693e8ac4,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,6e5d7fdd-c4a9-46bb-8284-462aea2bf161,5,2026,1,0,1,0,1,1,1,2026-05-16 01:13:46.064+00,Brasil,E,3W,46.67,f
df8e4401-bdb0-4a0c-8fd1-c93176596883,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,8158fd6f-eb89-4980-82f4-d82921344386,5,2026,1,0,0,1,0,1,0,2026-05-16 01:13:46.064+00,Brasil,D,3L,26.67,f
0084fe73-7b58-4fb8-8f0d-2610ad5365e9,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,2f1a273e-5543-400c-b9ba-27415aaa0ca9,5,2026,1,0,0,1,0,2,0,2026-05-16 01:13:46.064+00,Brasil,D,1L,40.00,f
ab98daa6-5407-435d-91be-14371a938bb6,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,347fc0c9-e9ba-4485-8919-02ea96db02af,5,2026,1,0,0,1,0,1,0,2026-05-16 01:13:46.064+00,Brasil,D,1L,33.33,f
c09c4bdd-fbc4-4184-b4eb-960728c4d0c9,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,80579219-7a82-4c00-a305-f6f75508326c,5,2026,1,1,0,0,2,1,3,2026-05-16 01:13:46.064+00,Brasil,V,1W,33.33,f
db83f185-56d6-4e2e-99d3-57a779659ed7,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,3d216c1f-2df7-430d-99a0-1dc717a7db98,5,2026,1,0,0,1,0,1,0,2026-05-16 01:13:46.064+00,Brasil,D,1L,20.00,f
acd1fa5e-4db7-43ae-b039-ac1c6b5fbbdf,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,c94b8d82-92b9-4672-b931-0c11702490cb,5,2026,1,1,0,0,1,0,3,2026-05-16 01:13:46.064+00,Brasil,V,2D,66.67,f
ee5ab313-4085-4518-8b79-fb4a9123aa35,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,c6d06655-6fd4-4339-90df-b1faf9ed8586,5,2026,1,0,0,1,0,1,0,2026-05-16 01:13:46.064+00,Brasil,D,1L,53.33,f
31bb3d73-d036-45f0-a76a-0022460b87d2,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,8945a196-dcc8-4045-b7ba-a250f863d965,5,2026,1,0,0,1,0,2,0,2026-05-16 01:13:46.064+00,Brasil,D,1W,46.67,f
2eaa9bc4-5507-44a1-a497-a1222c1da4d9,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,db48f667-3224-4fa4-ae35-50826cd5a2d7,5,2026,1,0,1,0,1,1,1,2026-05-16 01:13:46.064+00,Brasil,E,1D,33.33,f
6fdc81eb-e521-4a43-9ff2-45137ecdbc67,80a3131f-a6b1-4937-94eb-2d3581d8bc4b,939a6703-5c2b-4499-b98e-5e4bc9af3be4,5,2026,1,1,0,0,2,0,3,2026-05-16 01:13:46.064+00,Brasil,V,2D,26.67,f
